superkingdom	assembly_level	genome_size
viral	Complete Genome	0.029715538
viral	Complete Genome	0.029740334
viral	Complete Genome	0.029740334
viral	Complete Genome	0.0297575
viral	Complete Genome	0.029776573
viral	Complete Genome	0.02978611
viral	Complete Genome	0.02984333
viral	Complete Genome	0.029874802
viral	Complete Genome	0.029997826
viral	Complete Genome	0.030020714
viral	Complete Genome	0.030050278
viral	Complete Genome	0.030183792
viral	Complete Genome	0.030187607
viral	Complete Genome	0.030194283
viral	Complete Genome	0.03020668
viral	Complete Genome	0.030230522
viral	Complete Genome	0.030252457
viral	Complete Genome	0.030287743
viral	Complete Genome	0.030302048
viral	Complete Genome	0.030332565
viral	Complete Genome	0.030349731
viral	Complete Genome	0.030367851
viral	Complete Genome	0.030377388
viral	Complete Genome	0.030396461
viral	Complete Genome	0.030430794
viral	Complete Genome	0.030595779
viral	Complete Genome	0.030599594
viral	Complete Genome	0.030613899
viral	Complete Genome	0.030698776
viral	Complete Genome	0.03076458
viral	Complete Genome	0.030778885
viral	Complete Genome	0.03079319
viral	Complete Genome	0.030819893
viral	Complete Genome	0.030840874
viral	Complete Genome	0.030840874
viral	Complete Genome	0.030852318
viral	Complete Genome	0.030858994
viral	Complete Genome	0.030877113
viral	Complete Genome	0.030885696
viral	Complete Genome	0.03092289
viral	Complete Genome	0.030927658
viral	Complete Genome	0.031043053
viral	Complete Genome	0.031065941
viral	Complete Genome	0.03110218
viral	Complete Genome	0.031246185
viral	Complete Genome	0.031253815
viral	Complete Genome	0.031254768
viral	Complete Genome	0.031385422
viral	Complete Genome	0.031393051
viral	Complete Genome	0.031402588
viral	Complete Genome	0.031420708
viral	Complete Genome	0.031447411
viral	Complete Genome	0.031452179
viral	Complete Genome	0.031475067
viral	Complete Genome	0.031481743
viral	Complete Genome	0.031486511
viral	Complete Genome	0.031644821
viral	Complete Genome	0.031677246
viral	Complete Genome	0.031694412
viral	Complete Genome	0.031708717
viral	Complete Genome	0.031733513
viral	Complete Genome	0.031734467
viral	Complete Genome	0.031736374
viral	Complete Genome	0.031752586
viral	Complete Genome	0.031785965
viral	Complete Genome	0.031806946
viral	Complete Genome	0.03185463
viral	Complete Genome	0.031903267
viral	Complete Genome	0.031903267
viral	Complete Genome	0.031949043
viral	Complete Genome	0.031995773
viral	Complete Genome	0.03202343
viral	Complete Genome	0.032024384
viral	Complete Genome	0.032054901
viral	Complete Genome	0.032065392
viral	Complete Genome	0.032075882
viral	Complete Genome	0.032144547
viral	Complete Genome	0.032150269
viral	Complete Genome	0.03215313
viral	Complete Genome	0.032230377
viral	Complete Genome	0.032248497
viral	Complete Genome	0.032316208
viral	Complete Genome	0.032318115
viral	Complete Genome	0.032400131
viral	Complete Genome	0.032408714
viral	Complete Genome	0.032438278
viral	Complete Genome	0.032442093
viral	Complete Genome	0.032496452
viral	Complete Genome	0.032516479
viral	Complete Genome	0.032539368
viral	Complete Genome	0.032539368
viral	Complete Genome	0.032541275
viral	Complete Genome	0.032546997
viral	Complete Genome	0.032562256
viral	Complete Genome	0.032596588
viral	Complete Genome	0.032623291
viral	Complete Genome	0.032628059
viral	Complete Genome	0.032639503
viral	Complete Genome	0.032663345
viral	Complete Genome	0.032721519
viral	Complete Genome	0.032782555
viral	Complete Genome	0.032787323
viral	Complete Genome	0.03284359
viral	Complete Genome	0.032919884
viral	Complete Genome	0.032974243
viral	Complete Genome	0.033002853
viral	Complete Genome	0.033016205
viral	Complete Genome	0.033088684
viral	Complete Genome	0.033101082
viral	Complete Genome	0.03310585
viral	Complete Genome	0.033131599
viral	Complete Genome	0.033133507
viral	Complete Genome	0.033155441
viral	Complete Genome	0.033167839
viral	Complete Genome	0.033190727
viral	Complete Genome	0.033191681
viral	Complete Genome	0.033216476
viral	Complete Genome	0.033220291
viral	Complete Genome	0.033251762
viral	Complete Genome	0.033325195
viral	Complete Genome	0.033401489
viral	Complete Genome	0.033408165
viral	Complete Genome	0.033445358
viral	Complete Genome	0.033450127
viral	Complete Genome	0.033528328
viral	Complete Genome	0.033559799
viral	Complete Genome	0.033572197
viral	Complete Genome	0.033657074
viral	Complete Genome	0.033679962
viral	Complete Genome	0.033688545
viral	Complete Genome	0.033700943
viral	Complete Genome	0.033769608
viral	Complete Genome	0.033782959
viral	Complete Genome	0.033787727
viral	Complete Genome	0.033807755
viral	Complete Genome	0.033838272
viral	Complete Genome	0.033873558
viral	Complete Genome	0.033885956
viral	Complete Genome	0.033905029
viral	Complete Genome	0.033960342
viral	Complete Genome	0.033986092
viral	Complete Genome	0.034033775
viral	Complete Genome	0.034035683
viral	Complete Genome	0.034053802
viral	Complete Genome	0.034059525
viral	Complete Genome	0.034086227
viral	Complete Genome	0.034148216
viral	Complete Genome	0.034179688
viral	Complete Genome	0.034270287
viral	Complete Genome	0.034403801
viral	Complete Genome	0.034427643
viral	Complete Genome	0.034439087
viral	Complete Genome	0.034440041
viral	Complete Genome	0.034467697
viral	Complete Genome	0.034500122
viral	Complete Genome	0.03451252
viral	Complete Genome	0.034513474
viral	Complete Genome	0.034544945
viral	Complete Genome	0.034549713
viral	Complete Genome	0.034600258
viral	Complete Genome	0.034614563
viral	Complete Genome	0.034622192
viral	Complete Genome	0.034657478
viral	Complete Genome	0.034674644
viral	Complete Genome	0.034680367
viral	Complete Genome	0.034692764
viral	Complete Genome	0.034718513
viral	Complete Genome	0.034734726
viral	Complete Genome	0.034776688
viral	Complete Genome	0.034779549
viral	Complete Genome	0.034844398
viral	Complete Genome	0.034887314
viral	Complete Genome	0.034890175
viral	Complete Genome	0.034909248
viral	Complete Genome	0.034944534
viral	Complete Genome	0.034945488
viral	Complete Genome	0.03496933
viral	Complete Genome	0.034975052
viral	Complete Genome	0.035004616
viral	Complete Genome	0.035152435
viral	Complete Genome	0.0352211
viral	Complete Genome	0.035262108
viral	Complete Genome	0.035268784
viral	Complete Genome	0.0353508
viral	Complete Genome	0.035351753
viral	Complete Genome	0.035357475
viral	Complete Genome	0.035409927
viral	Complete Genome	0.035449982
viral	Complete Genome	0.035480499
viral	Complete Genome	0.035507202
viral	Complete Genome	0.035532951
viral	Complete Genome	0.035538673
viral	Complete Genome	0.03556633
viral	Complete Genome	0.035568237
viral	Complete Genome	0.035596848
viral	Complete Genome	0.035607338
viral	Complete Genome	0.035614014
viral	Complete Genome	0.035639763
viral	Complete Genome	0.035650253
viral	Complete Genome	0.035651207
viral	Complete Genome	0.035695076
viral	Complete Genome	0.035729408
viral	Complete Genome	0.035744667
viral	Complete Genome	0.035767555
viral	Complete Genome	0.035776138
viral	Complete Genome	0.035777092
viral	Complete Genome	0.035780907
viral	Complete Genome	0.035813332
viral	Complete Genome	0.035821915
viral	Complete Genome	0.035829544
viral	Complete Genome	0.03586483
viral	Complete Genome	0.035865784
viral	Complete Genome	0.035874367
viral	Complete Genome	0.035878181
viral	Complete Genome	0.035880089
viral	Complete Genome	0.035898209
viral	Complete Genome	0.035995483
viral	Complete Genome	0.035998344
viral	Complete Genome	0.036018372
viral	Complete Genome	0.03606987
viral	Complete Genome	0.036071777
viral	Complete Genome	0.036105156
viral	Complete Genome	0.036142349
viral	Complete Genome	0.03615284
viral	Complete Genome	0.036153793
viral	Complete Genome	0.036159515
viral	Complete Genome	0.036168098
viral	Complete Genome	0.036168098
viral	Complete Genome	0.036202431
viral	Complete Genome	0.036229134
viral	Complete Genome	0.036237717
viral	Complete Genome	0.036249161
viral	Complete Genome	0.036272049
viral	Complete Genome	0.036273003
viral	Complete Genome	0.036286354
viral	Complete Genome	0.036290169
viral	Complete Genome	0.03629303
viral	Complete Genome	0.036293983
viral	Complete Genome	0.036293983
viral	Complete Genome	0.036299706
viral	Complete Genome	0.036317825
viral	Complete Genome	0.03635025
viral	Complete Genome	0.036366463
viral	Complete Genome	0.036372185
viral	Complete Genome	0.036454201
viral	Complete Genome	0.036470413
viral	Complete Genome	0.036506653
viral	Complete Genome	0.036518097
viral	Complete Genome	0.036518097
viral	Complete Genome	0.036518097
viral	Complete Genome	0.036541939
viral	Complete Genome	0.036550522
viral	Complete Genome	0.036552429
viral	Complete Genome	0.03657341
viral	Complete Genome	0.036574364
viral	Complete Genome	0.036642075
viral	Complete Genome	0.036712646
viral	Complete Genome	0.036758423
viral	Complete Genome	0.036833763
viral	Complete Genome	0.036863327
viral	Complete Genome	0.036865234
viral	Complete Genome	0.03687191
viral	Complete Genome	0.036881447
viral	Complete Genome	0.036891937
viral	Complete Genome	0.036906242
viral	Complete Genome	0.036907196
viral	Complete Genome	0.036957741
viral	Complete Genome	0.036963463
viral	Complete Genome	0.036969185
viral	Complete Genome	0.036974907
viral	Complete Genome	0.036985397
viral	Complete Genome	0.036987305
viral	Complete Genome	0.0370121
viral	Complete Genome	0.037075043
viral	Complete Genome	0.037081718
viral	Complete Genome	0.037084579
viral	Complete Genome	0.037096977
viral	Complete Genome	0.037128448
viral	Complete Genome	0.037134171
viral	Complete Genome	0.037135124
viral	Complete Genome	0.037137032
viral	Complete Genome	0.037146568
viral	Complete Genome	0.037160873
viral	Complete Genome	0.037161827
viral	Complete Genome	0.037186623
viral	Complete Genome	0.037198067
viral	Complete Genome	0.037208557
viral	Complete Genome	0.03721714
viral	Complete Genome	0.037234306
viral	Complete Genome	0.037251472
viral	Complete Genome	0.037252426
viral	Complete Genome	0.037272453
viral	Complete Genome	0.037273407
viral	Complete Genome	0.037278175
viral	Complete Genome	0.037281036
viral	Complete Genome	0.03731823
viral	Complete Genome	0.037336349
viral	Complete Genome	0.037369728
viral	Complete Genome	0.037397385
viral	Complete Genome	0.03741169
viral	Complete Genome	0.037436485
viral	Complete Genome	0.0374403
viral	Complete Genome	0.037491798
viral	Complete Genome	0.037504196
viral	Complete Genome	0.037525177
viral	Complete Genome	0.037536621
viral	Complete Genome	0.037549019
viral	Complete Genome	0.03755188
viral	Complete Genome	0.037557602
viral	Complete Genome	0.037617683
viral	Complete Genome	0.037623405
viral	Complete Genome	0.037624359
viral	Complete Genome	0.037631989
viral	Complete Genome	0.037633896
viral	Complete Genome	0.037639618
viral	Complete Genome	0.037642479
viral	Complete Genome	0.037649155
viral	Complete Genome	0.037651062
viral	Complete Genome	0.037685394
viral	Complete Genome	0.037688255
viral	Complete Genome	0.037700653
viral	Complete Genome	0.037712097
viral	Complete Genome	0.037732124
viral	Complete Genome	0.03774929
viral	Complete Genome	0.037760735
viral	Complete Genome	0.037764549
viral	Complete Genome	0.037801743
viral	Complete Genome	0.037830353
viral	Complete Genome	0.037833214
viral	Complete Genome	0.037843704
viral	Complete Genome	0.037858009
viral	Complete Genome	0.037859917
viral	Complete Genome	0.03786087
viral	Complete Genome	0.03787899
viral	Complete Genome	0.037879944
viral	Complete Genome	0.037893295
viral	Complete Genome	0.0379076
viral	Complete Genome	0.037940025
viral	Complete Genome	0.037955284
viral	Complete Genome	0.037966728
viral	Complete Genome	0.037976265
viral	Complete Genome	0.037987709
viral	Complete Genome	0.037998199
viral	Complete Genome	0.037998199
viral	Complete Genome	0.038011551
viral	Complete Genome	0.038016319
viral	Complete Genome	0.038016319
viral	Complete Genome	0.03802681
viral	Complete Genome	0.038028717
viral	Complete Genome	0.038050652
viral	Complete Genome	0.038051605
viral	Complete Genome	0.038056374
viral	Complete Genome	0.038064957
viral	Complete Genome	0.038096428
viral	Complete Genome	0.038096428
viral	Complete Genome	0.038104057
viral	Complete Genome	0.038113594
viral	Complete Genome	0.038128853
viral	Complete Genome	0.038128853
viral	Complete Genome	0.038139343
viral	Complete Genome	0.038140297
viral	Complete Genome	0.038146019
viral	Complete Genome	0.038167
viral	Complete Genome	0.038184166
viral	Complete Genome	0.038215637
viral	Complete Genome	0.038253784
viral	Complete Genome	0.038257599
viral	Complete Genome	0.03827095
viral	Complete Genome	0.038284302
viral	Complete Genome	0.038293839
viral	Complete Genome	0.038318634
viral	Complete Genome	0.038323402
viral	Complete Genome	0.038324356
viral	Complete Genome	0.038345337
viral	Complete Genome	0.038371086
viral	Complete Genome	0.03840065
viral	Complete Genome	0.038410187
viral	Complete Genome	0.03841877
viral	Complete Genome	0.038426399
viral	Complete Genome	0.038430214
viral	Complete Genome	0.038430214
viral	Complete Genome	0.038431168
viral	Complete Genome	0.038448334
viral	Complete Genome	0.038467407
viral	Complete Genome	0.038467407
viral	Complete Genome	0.038482666
viral	Complete Genome	0.038489342
viral	Complete Genome	0.038490295
viral	Complete Genome	0.038493156
viral	Complete Genome	0.03849411
viral	Complete Genome	0.038523674
viral	Complete Genome	0.038538933
viral	Complete Genome	0.03854847
viral	Complete Genome	0.038560867
viral	Complete Genome	0.03857708
viral	Complete Genome	0.038596153
viral	Complete Genome	0.038620949
viral	Complete Genome	0.038626671
viral	Complete Genome	0.038630486
viral	Complete Genome	0.038658142
viral	Complete Genome	0.038669586
viral	Complete Genome	0.038680077
viral	Complete Genome	0.038685799
viral	Complete Genome	0.038694382
viral	Complete Genome	0.038702965
viral	Complete Genome	0.038708687
viral	Complete Genome	0.03871727
viral	Complete Genome	0.038726807
viral	Complete Genome	0.038732529
viral	Complete Genome	0.038762093
viral	Complete Genome	0.038773537
viral	Complete Genome	0.038788795
viral	Complete Genome	0.038803101
viral	Complete Genome	0.038806915
viral	Complete Genome	0.038811684
viral	Complete Genome	0.038816452
viral	Complete Genome	0.038825035
viral	Complete Genome	0.038832664
viral	Complete Genome	0.038837433
viral	Complete Genome	0.038837433
viral	Complete Genome	0.038846016
viral	Complete Genome	0.038856506
viral	Complete Genome	0.03886795
viral	Complete Genome	0.038880348
viral	Complete Genome	0.038888931
viral	Complete Genome	0.038906097
viral	Complete Genome	0.038945198
viral	Complete Genome	0.038958549
viral	Complete Genome	0.038978577
viral	Complete Genome	0.038988113
viral	Complete Genome	0.038992882
viral	Complete Genome	0.039021492
viral	Complete Genome	0.039023399
viral	Complete Genome	0.039040565
viral	Complete Genome	0.039055824
viral	Complete Genome	0.039092064
viral	Complete Genome	0.039100647
viral	Complete Genome	0.039113045
viral	Complete Genome	0.039114952
viral	Complete Genome	0.039182663
viral	Complete Genome	0.0391922
viral	Complete Genome	0.039234161
viral	Complete Genome	0.039235115
viral	Complete Genome	0.039269447
viral	Complete Genome	0.039280891
viral	Complete Genome	0.039292336
viral	Complete Genome	0.039292336
viral	Complete Genome	0.039294243
viral	Complete Genome	0.03929615
viral	Complete Genome	0.039297104
viral	Complete Genome	0.039309502
viral	Complete Genome	0.03931427
viral	Complete Genome	0.039319992
viral	Complete Genome	0.039323807
viral	Complete Genome	0.039356232
viral	Complete Genome	0.039358139
viral	Complete Genome	0.039368629
viral	Complete Genome	0.03937149
viral	Complete Genome	0.039373398
viral	Complete Genome	0.039390564
viral	Complete Genome	0.039410591
viral	Complete Genome	0.039421082
viral	Complete Genome	0.039468765
viral	Complete Genome	0.039491653
viral	Complete Genome	0.039495468
viral	Complete Genome	0.039507866
viral	Complete Genome	0.03950882
viral	Complete Genome	0.039525986
viral	Complete Genome	0.039550781
viral	Complete Genome	0.039552689
viral	Complete Genome	0.039552689
viral	Complete Genome	0.039559364
viral	Complete Genome	0.039569855
viral	Complete Genome	0.039573669
viral	Complete Genome	0.039574623
viral	Complete Genome	0.039574623
viral	Complete Genome	0.039601326
viral	Complete Genome	0.039606094
viral	Complete Genome	0.039617538
viral	Complete Genome	0.039637566
viral	Complete Genome	0.039639473
viral	Complete Genome	0.039651871
viral	Complete Genome	0.039669037
viral	Complete Genome	0.039672852
viral	Complete Genome	0.039679527
viral	Complete Genome	0.039693832
viral	Complete Genome	0.039703369
viral	Complete Genome	0.039722443
viral	Complete Genome	0.039726257
viral	Complete Genome	0.039732933
viral	Complete Genome	0.039737701
viral	Complete Genome	0.039741516
viral	Complete Genome	0.03974247
viral	Complete Genome	0.039743423
viral	Complete Genome	0.039745331
viral	Complete Genome	0.039747238
viral	Complete Genome	0.039754868
viral	Complete Genome	0.039756775
viral	Complete Genome	0.039777756
viral	Complete Genome	0.039783478
viral	Complete Genome	0.0397892
viral	Complete Genome	0.039790154
viral	Complete Genome	0.039810181
viral	Complete Genome	0.03986454
viral	Complete Genome	0.039874077
viral	Complete Genome	0.03988266
viral	Complete Genome	0.039886475
viral	Complete Genome	0.039891243
viral	Complete Genome	0.039895058
viral	Complete Genome	0.039908409
viral	Complete Genome	0.039913177
viral	Complete Genome	0.039917946
viral	Complete Genome	0.039941788
viral	Complete Genome	0.039948463
viral	Complete Genome	0.039949417
viral	Complete Genome	0.039950371
viral	Complete Genome	0.039955139
viral	Complete Genome	0.039959908
viral	Complete Genome	0.039971352
viral	Complete Genome	0.039977074
viral	Complete Genome	0.039977074
viral	Complete Genome	0.039999962
viral	Complete Genome	0.040000916
viral	Complete Genome	0.040008545
viral	Complete Genome	0.04001236
viral	Complete Genome	0.040019989
viral	Complete Genome	0.040042877
viral	Complete Genome	0.04005909
viral	Complete Genome	0.040089607
viral	Complete Genome	0.040093422
viral	Complete Genome	0.040097237
viral	Complete Genome	0.040115356
viral	Complete Genome	0.040130615
viral	Complete Genome	0.040139198
viral	Complete Genome	0.040145874
viral	Complete Genome	0.040184975
viral	Complete Genome	0.040189743
viral	Complete Genome	0.040192604
viral	Complete Genome	0.040203094
viral	Complete Genome	0.040208817
viral	Complete Genome	0.040233612
viral	Complete Genome	0.040244102
viral	Complete Genome	0.040261269
viral	Complete Genome	0.040261269
viral	Complete Genome	0.040266037
viral	Complete Genome	0.040273666
viral	Complete Genome	0.040277481
viral	Complete Genome	0.040279388
viral	Complete Genome	0.040284157
viral	Complete Genome	0.040298462
viral	Complete Genome	0.040304184
viral	Complete Genome	0.040308952
viral	Complete Genome	0.040311813
viral	Complete Genome	0.040316582
viral	Complete Genome	0.040317535
viral	Complete Genome	0.040319443
viral	Complete Genome	0.04033947
viral	Complete Genome	0.040340424
viral	Complete Genome	0.040349007
viral	Complete Genome	0.04034996
viral	Complete Genome	0.040356636
viral	Complete Genome	0.04035759
viral	Complete Genome	0.040360451
viral	Complete Genome	0.040378571
viral	Complete Genome	0.040383339
viral	Complete Genome	0.040388107
viral	Complete Genome	0.040390968
viral	Complete Genome	0.040400505
viral	Complete Genome	0.040412903
viral	Complete Genome	0.04041481
viral	Complete Genome	0.040435791
viral	Complete Genome	0.040436745
viral	Complete Genome	0.040437698
viral	Complete Genome	0.040462494
viral	Complete Genome	0.040472984
viral	Complete Genome	0.040473938
viral	Complete Genome	0.040476799
viral	Complete Genome	0.040491104
viral	Complete Genome	0.040498734
viral	Complete Genome	0.040509224
viral	Complete Genome	0.040513039
viral	Complete Genome	0.040527344
viral	Complete Genome	0.040540695
viral	Complete Genome	0.040542603
viral	Complete Genome	0.040585518
viral	Complete Genome	0.040594101
viral	Complete Genome	0.040595055
viral	Complete Genome	0.040595055
viral	Complete Genome	0.040612221
viral	Complete Genome	0.040616989
viral	Complete Genome	0.040626526
viral	Complete Genome	0.040635109
viral	Complete Genome	0.040644646
viral	Complete Genome	0.040647507
viral	Complete Genome	0.040653229
viral	Complete Genome	0.04065609
viral	Complete Genome	0.040671349
viral	Complete Genome	0.040678978
viral	Complete Genome	0.040694237
viral	Complete Genome	0.040708542
viral	Complete Genome	0.04071331
viral	Complete Genome	0.040718079
viral	Complete Genome	0.040719032
viral	Complete Genome	0.040726662
viral	Complete Genome	0.040730476
viral	Complete Genome	0.040763855
viral	Complete Genome	0.040780067
viral	Complete Genome	0.040859222
viral	Complete Genome	0.040867805
viral	Complete Genome	0.040868759
viral	Complete Genome	0.040868759
viral	Complete Genome	0.04090786
viral	Complete Genome	0.040909767
viral	Complete Genome	0.040930748
viral	Complete Genome	0.04095459
viral	Complete Genome	0.040963173
viral	Complete Genome	0.040976524
viral	Complete Genome	0.040986061
viral	Complete Genome	0.041005135
viral	Complete Genome	0.041016579
viral	Complete Genome	0.041028023
viral	Complete Genome	0.041031837
viral	Complete Genome	0.041034698
viral	Complete Genome	0.041054726
viral	Complete Genome	0.041057587
viral	Complete Genome	0.041072845
viral	Complete Genome	0.041119576
viral	Complete Genome	0.041157722
viral	Complete Genome	0.041157722
viral	Complete Genome	0.041158676
viral	Complete Genome	0.041166306
viral	Complete Genome	0.041178703
viral	Complete Genome	0.041183472
viral	Complete Genome	0.041192055
viral	Complete Genome	0.041193008
viral	Complete Genome	0.041229248
viral	Complete Genome	0.041232109
viral	Complete Genome	0.041232109
viral	Complete Genome	0.041251183
viral	Complete Genome	0.041265488
viral	Complete Genome	0.041277885
viral	Complete Genome	0.041295052
viral	Complete Genome	0.04129982
viral	Complete Genome	0.041327477
viral	Complete Genome	0.041335106
viral	Complete Genome	0.041350365
viral	Complete Genome	0.041356087
viral	Complete Genome	0.041360855
viral	Complete Genome	0.041360855
viral	Complete Genome	0.041360855
viral	Complete Genome	0.041361809
viral	Complete Genome	0.041363716
viral	Complete Genome	0.041363716
viral	Complete Genome	0.041386604
viral	Complete Genome	0.041402817
viral	Complete Genome	0.041407585
viral	Complete Genome	0.041419029
viral	Complete Genome	0.041420937
viral	Complete Genome	0.041439056
viral	Complete Genome	0.041441917
viral	Complete Genome	0.0414505
viral	Complete Genome	0.0414505
viral	Complete Genome	0.041451454
viral	Complete Genome	0.041457176
viral	Complete Genome	0.041471481
viral	Complete Genome	0.041481018
viral	Complete Genome	0.041483879
viral	Complete Genome	0.041501999
viral	Complete Genome	0.041516304
viral	Complete Genome	0.041519165
viral	Complete Genome	0.041537285
viral	Complete Genome	0.041537285
viral	Complete Genome	0.04155159
viral	Complete Genome	0.041570663
viral	Complete Genome	0.041573524
viral	Complete Genome	0.041579247
viral	Complete Genome	0.041583061
viral	Complete Genome	0.041603088
viral	Complete Genome	0.041620255
viral	Complete Genome	0.041629791
viral	Complete Genome	0.041642189
viral	Complete Genome	0.041650772
viral	Complete Genome	0.041661263
viral	Complete Genome	0.041671753
viral	Complete Genome	0.04168129
viral	Complete Genome	0.041684151
viral	Complete Genome	0.041690826
viral	Complete Genome	0.041693687
viral	Complete Genome	0.041700363
viral	Complete Genome	0.041704178
viral	Complete Genome	0.041704178
viral	Complete Genome	0.041715622
viral	Complete Genome	0.041722298
viral	Complete Genome	0.041722298
viral	Complete Genome	0.041724205
viral	Complete Genome	0.041739464
viral	Complete Genome	0.041757584
viral	Complete Genome	0.041757584
viral	Complete Genome	0.041758537
viral	Complete Genome	0.041761398
viral	Complete Genome	0.041763306
viral	Complete Genome	0.041773796
viral	Complete Genome	0.041773796
viral	Complete Genome	0.041782379
viral	Complete Genome	0.041795731
viral	Complete Genome	0.041802406
viral	Complete Genome	0.041808128
viral	Complete Genome	0.041816711
viral	Complete Genome	0.041817665
viral	Complete Genome	0.041817665
viral	Complete Genome	0.041826248
viral	Complete Genome	0.041835785
viral	Complete Genome	0.041841507
viral	Complete Genome	0.041853905
viral	Complete Genome	0.041873932
viral	Complete Genome	0.041877747
viral	Complete Genome	0.041883469
viral	Complete Genome	0.041888237
viral	Complete Genome	0.041893005
viral	Complete Genome	0.041893959
viral	Complete Genome	0.041894913
viral	Complete Genome	0.041895866
viral	Complete Genome	0.041929245
viral	Complete Genome	0.041932106
viral	Complete Genome	0.041934967
viral	Complete Genome	0.041936874
viral	Complete Genome	0.041936874
viral	Complete Genome	0.041953087
viral	Complete Genome	0.041954994
viral	Complete Genome	0.041956902
viral	Complete Genome	0.041962624
viral	Complete Genome	0.041963577
viral	Complete Genome	0.041966438
viral	Complete Genome	0.041967392
viral	Complete Genome	0.041975021
viral	Complete Genome	0.041985512
viral	Complete Genome	0.042005539
viral	Complete Genome	0.042009354
viral	Complete Genome	0.042010307
viral	Complete Genome	0.042021751
viral	Complete Genome	0.042029381
viral	Complete Genome	0.042043686
viral	Complete Genome	0.042076111
viral	Complete Genome	0.042096138
viral	Complete Genome	0.042102814
viral	Complete Genome	0.042109489
viral	Complete Genome	0.042110443
viral	Complete Genome	0.042129517
viral	Complete Genome	0.042140961
viral	Complete Genome	0.042154312
viral	Complete Genome	0.042169571
viral	Complete Genome	0.0421772
viral	Complete Genome	0.042183876
viral	Complete Genome	0.042187691
viral	Complete Genome	0.042189598
viral	Complete Genome	0.04221344
viral	Complete Genome	0.04223156
viral	Complete Genome	0.042240143
viral	Complete Genome	0.042248726
viral	Complete Genome	0.042274475
viral	Complete Genome	0.042280197
viral	Complete Genome	0.042297363
viral	Complete Genome	0.042302132
viral	Complete Genome	0.042310715
viral	Complete Genome	0.042321205
viral	Complete Genome	0.042325974
viral	Complete Genome	0.042327881
viral	Complete Genome	0.042328835
viral	Complete Genome	0.042362213
viral	Complete Genome	0.042374611
viral	Complete Genome	0.042391777
viral	Complete Genome	0.042404175
viral	Complete Genome	0.04240799
viral	Complete Genome	0.042409897
viral	Complete Genome	0.042419434
viral	Complete Genome	0.042429924
viral	Complete Genome	0.042442322
viral	Complete Genome	0.042458534
viral	Complete Genome	0.042464256
viral	Complete Genome	0.04246521
viral	Complete Genome	0.042467117
viral	Complete Genome	0.042473793
viral	Complete Genome	0.04248333
viral	Complete Genome	0.042485237
viral	Complete Genome	0.042490005
viral	Complete Genome	0.042491913
viral	Complete Genome	0.04250145
viral	Complete Genome	0.042508125
viral	Complete Genome	0.042509079
viral	Complete Genome	0.042510033
viral	Complete Genome	0.042512894
viral	Complete Genome	0.042512894
viral	Complete Genome	0.042517662
viral	Complete Genome	0.042526245
viral	Complete Genome	0.042534828
viral	Complete Genome	0.042535782
viral	Complete Genome	0.04254818
viral	Complete Genome	0.042570114
viral	Complete Genome	0.042580605
viral	Complete Genome	0.042586327
viral	Complete Genome	0.042589188
viral	Complete Genome	0.042599678
viral	Complete Genome	0.042600632
viral	Complete Genome	0.042604446
viral	Complete Genome	0.042610168
viral	Complete Genome	0.042616844
viral	Complete Genome	0.042640686
viral	Complete Genome	0.042651176
viral	Complete Genome	0.042653084
viral	Complete Genome	0.042676926
viral	Complete Genome	0.042689323
viral	Complete Genome	0.042694092
viral	Complete Genome	0.042729378
viral	Complete Genome	0.04275322
viral	Complete Genome	0.042755127
viral	Complete Genome	0.042776108
viral	Complete Genome	0.042783737
viral	Complete Genome	0.042790413
viral	Complete Genome	0.042834282
viral	Complete Genome	0.042858124
viral	Complete Genome	0.042891502
viral	Complete Genome	0.042904854
viral	Complete Genome	0.042916298
viral	Complete Genome	0.042938232
viral	Complete Genome	0.042959213
viral	Complete Genome	0.04296875
viral	Complete Genome	0.042974472
viral	Complete Genome	0.042987823
viral	Complete Genome	0.043012619
viral	Complete Genome	0.043039322
viral	Complete Genome	0.043049812
viral	Complete Genome	0.043063164
viral	Complete Genome	0.043066978
viral	Complete Genome	0.043073654
viral	Complete Genome	0.043073654
viral	Complete Genome	0.04308033
viral	Complete Genome	0.043087959
viral	Complete Genome	0.04309082
viral	Complete Genome	0.043101311
viral	Complete Genome	0.043102264
viral	Complete Genome	0.043107033
viral	Complete Genome	0.0431633
viral	Complete Genome	0.043169975
viral	Complete Genome	0.04318428
viral	Complete Genome	0.043185234
viral	Complete Genome	0.043195724
viral	Complete Genome	0.043199539
viral	Complete Genome	0.043200493
viral	Complete Genome	0.043210983
viral	Complete Genome	0.043212891
viral	Complete Genome	0.043217659
viral	Complete Genome	0.04323101
viral	Complete Genome	0.043231964
viral	Complete Genome	0.043242455
viral	Complete Genome	0.043253899
viral	Complete Genome	0.043253899
viral	Complete Genome	0.04326725
viral	Complete Genome	0.043272972
viral	Complete Genome	0.043273926
viral	Complete Genome	0.043276787
viral	Complete Genome	0.043311119
viral	Complete Genome	0.043408394
viral	Complete Genome	0.043409348
viral	Complete Genome	0.043466568
viral	Complete Genome	0.043476105
viral	Complete Genome	0.043527603
viral	Complete Genome	0.043540955
viral	Complete Genome	0.043543816
viral	Complete Genome	0.043545723
viral	Complete Genome	0.043550491
viral	Complete Genome	0.043560982
viral	Complete Genome	0.043572426
viral	Complete Genome	0.043581009
viral	Complete Genome	0.043590546
