Assembly_accession	superkingdom	genomic_size	Tools
GCF_900005955.1	Bacteria	6.640679359	Kraken2
GCF_900005875.1	Bacteria	6.162452698	Kraken2
GCF_900004715.1	Bacteria	5.82226181	Kraken2
GCF_900004795.1	Bacteria	6.144741058	Kraken2
GCF_900004645.1	Bacteria	5.366437912	Kraken2
GCF_900004785.1	Bacteria	6.036599159	Kraken2
GCF_900005815.1	Bacteria	5.67245388	Kraken2
GCF_900005935.1	Bacteria	5.73516655	Kraken2
GCF_900004915.1	Bacteria	5.864812851	Kraken2
GCF_900005715.1	Bacteria	6.14016819	Kraken2
GCF_900005945.1	Bacteria	6.140557289	Kraken2
GCF_900004865.1	Bacteria	6.102560997	Kraken2
GCF_900004965.1	Bacteria	5.905034065	Kraken2
GCF_900004655.1	Bacteria	6.13044548	Kraken2
GCF_900005865.1	Bacteria	6.047775269	Kraken2
GCF_900006605.1	Bacteria	6.441025734	Kraken2
GCF_900004755.1	Bacteria	6.124181747	Kraken2
GCF_006170445.1	Bacteria	5.545855522	Kraken2
GCF_001652545.1	Bacteria	4.209041595	Kraken2
GCF_001983595.1	Bacteria	7.916396141	Kraken2
GCF_001936595.1	Bacteria	4.704554558	Kraken2
GCF_003590275.1	Bacteria	2.757641792	Kraken2
GCF_002163715.1	Bacteria	4.233168602	Kraken2
GCF_001675045.1	Bacteria	5.70994854	Kraken2
GCF_001971585.1	Bacteria	2.447148323	Kraken2
GCF_004421255.1	Bacteria	2.275584221	Kraken2
GCF_004421185.1	Bacteria	2.180173874	Kraken2
GCF_001648895.1	Bacteria	2.343111992	Kraken2
GCF_001645185.1	Bacteria	2.859572411	Kraken2
GCF_001614195.1	Bacteria	3.79618454	Kraken2
GCF_001717745.1	Bacteria	4.178621292	Kraken2
GCF_001683815.2	Bacteria	4.599839211	Kraken2
GCF_001683915.1	Bacteria	4.137349129	Kraken2
GCF_001683935.1	Bacteria	2.241621971	Kraken2
GCF_001683975.1	Bacteria	3.714792252	Kraken2
GCF_001683825.1	Bacteria	3.983631134	Kraken2
GCF_002284855.1	Bacteria	1.307439804	Kraken2
GCF_001854795.1	Bacteria	6.782951355	Kraken2
GCF_001854815.1	Bacteria	6.999796867	Kraken2
GCF_001854865.1	Bacteria	5.333950996	Kraken2
GCF_001854885.1	Bacteria	5.930985451	Kraken2
GCF_004348345.1	Bacteria	8.89547348	Kraken2
GCF_004348685.1	Bacteria	10.37304497	Kraken2
GCF_005774755.1	Bacteria	9.505262375	Kraken2
GCF_004349015.1	Bacteria	10.53696823	Kraken2
GCF_002930105.1	Bacteria	4.199032784	Kraken2
GCF_003719725.1	Bacteria	3.223567963	Kraken2
GCF_008271405.1	Bacteria	4.477031708	Kraken2
GCF_002355555.1	Bacteria	4.427595139	Kraken2
GCF_002979925.1	Bacteria	3.922225952	Kraken2
GCF_002979915.1	Bacteria	3.656043053	Kraken2
GCF_002979865.1	Bacteria	3.596844673	Kraken2
GCF_002979855.1	Bacteria	3.863191605	Kraken2
GCF_002979835.1	Bacteria	3.922171593	Kraken2
GCF_002979815.1	Bacteria	3.555559158	Kraken2
GCF_002975455.1	Bacteria	3.776879311	Kraken2
GCF_002975435.1	Bacteria	4.163111687	Kraken2
GCF_002975405.1	Bacteria	3.862575531	Kraken2
GCF_002979775.1	Bacteria	5.017757416	Kraken2
GCF_002979575.1	Bacteria	5.017290115	Kraken2
GCF_002975175.1	Bacteria	5.559885979	Kraken2
GCF_002975335.1	Bacteria	3.300725937	Kraken2
GCF_002979705.1	Bacteria	3.298613548	Kraken2
GCF_002979615.1	Bacteria	3.298492432	Kraken2
GCF_002979535.1	Bacteria	3.298311234	Kraken2
GCF_002979795.1	Bacteria	4.105060577	Kraken2
GCF_002979695.1	Bacteria	4.104411125	Kraken2
GCF_002975375.1	Bacteria	4.102034569	Kraken2
GCF_002975345.1	Bacteria	4.103852272	Kraken2
GCF_002979515.1	Bacteria	4.103588104	Kraken2
GCF_002979475.1	Bacteria	4.013786316	Kraken2
GCF_002979495.1	Bacteria	4.007038116	Kraken2
GCF_002979435.1	Bacteria	3.745319366	Kraken2
GCF_002979415.1	Bacteria	3.805060387	Kraken2
GCF_002979395.1	Bacteria	4.474533081	Kraken2
GCF_002979375.1	Bacteria	4.497550011	Kraken2
GCF_002979315.1	Bacteria	4.475006104	Kraken2
GCF_002975195.1	Bacteria	4.474230766	Kraken2
GCF_002979345.1	Bacteria	4.663806915	Kraken2
GCF_002975255.1	Bacteria	4.659235001	Kraken2
GCF_002975315.1	Bacteria	6.93561554	Kraken2
GCF_002980155.1	Bacteria	6.054995537	Kraken2
GCF_002980075.1	Bacteria	5.859838486	Kraken2
GCF_002979975.1	Bacteria	3.960451126	Kraken2
GCF_002979955.1	Bacteria	6.146369934	Kraken2
GCF_002979735.1	Bacteria	6.146573067	Kraken2
GCF_002979555.1	Bacteria	5.395877838	Kraken2
GCF_002284895.1	Bacteria	1.454662323	Kraken2
GCF_002284915.1	Bacteria	1.498304367	Kraken2
GCF_002284875.1	Bacteria	1.406479836	Kraken2
GCF_001705345.1	Bacteria	1.626023293	Kraken2
GCF_003268535.1	Bacteria	9.624660492	Kraken2
GCF_003268555.1	Bacteria	9.663966179	Kraken2
GCF_000827555.1	Bacteria	2.504665375	Kraken2
GCF_002302635.1	Bacteria	2.734014511	Kraken2
GCF_002287135.1	Bacteria	1.653607368	Kraken2
GCF_001750115.1	Bacteria	3.098297119	Kraken2
GCF_001750145.1	Bacteria	4.628000259	Kraken2
GCF_003433795.1	Bacteria	2.926008224	Kraken2
GCF_001650765.1	Bacteria	4.463191986	Kraken2
GCF_001650875.1	Bacteria	4.692780495	Kraken2
GCF_001650915.1	Bacteria	4.464313507	Kraken2
GCF_001650895.1	Bacteria	3.9538517	Kraken2
GCF_001650955.1	Bacteria	4.053139687	Kraken2
GCF_001695555.1	Bacteria	3.700757027	Kraken2
GCF_001680695.1	Bacteria	6.325119972	Kraken2
GCF_001650805.1	Bacteria	2.904797554	Kraken2
GCF_001650845.1	Bacteria	4.430047035	Kraken2
GCF_001650905.1	Bacteria	3.501085281	Kraken2
GCF_001655735.1	Bacteria	4.362682343	Kraken2
GCF_001652315.1	Bacteria	3.020241737	Kraken2
GCF_001989575.1	Bacteria	1.685795784	Kraken2
GCF_902362195.1	Bacteria	4.790622711	Kraken2
GCF_001660705.2	Bacteria	5.68387413	Kraken2
GCF_004361645.1	Bacteria	5.900004387	Kraken2
GCF_002362255.1	Bacteria	3.336886406	Kraken2
GCF_001675455.1	Bacteria	4.611474037	Kraken2
GCF_001654495.1	Bacteria	7.215501785	Kraken2
GCF_001747085.1	Bacteria	4.486368179	Kraken2
GCF_003149515.1	Bacteria	4.854701042	Kraken2
GCF_002355275.1	Bacteria	5.351066589	Kraken2
GCF_001761325.1	Bacteria	3.308310509	Kraken2
GCF_001856665.1	Bacteria	3.651011467	Kraken2
GCF_001889045.1	Bacteria	2.915393829	Kraken2
GCF_001956695.1	Bacteria	2.767873764	Kraken2
GCF_002896965.1	Bacteria	5.773323059	Kraken2
GCF_002554795.1	Bacteria	4.257514	Kraken2
GCF_001682855.1	Bacteria	6.454632759	Kraken2
GCF_003854965.1	Bacteria	5.029343605	Kraken2
GCF_004912145.1	Bacteria	5.069001198	Kraken2
GCF_001653565.1	Bacteria	8.034200668	Kraken2
GCF_001659705.1	Bacteria	3.372406006	Kraken2
GCF_002108615.1	Bacteria	6.00028801	Kraken2
GCF_003934165.1	Bacteria	5.269968987	Kraken2
GCF_001999965.1	Bacteria	3.735330582	Kraken2
GCF_003595545.1	Bacteria	11.2543478	Kraken2
GCF_001707805.1	Bacteria	1.183552742	Kraken2
GCF_001659985.1	Bacteria	3.59192276	Kraken2
GCF_002894065.1	Bacteria	5.050582886	Kraken2
GCF_002356195.1	Bacteria	2.778910637	Kraken2
GCF_004101245.1	Bacteria	4.108468056	Kraken2
GCF_001678845.1	Bacteria	2.925318718	Kraken2
GCF_900088535.1	Bacteria	2.917671204	Kraken2
GCF_001707925.1	Bacteria	1.180083275	Kraken2
GCF_003935895.1	Bacteria	4.40219593	Kraken2
GCF_900089455.2	Bacteria	4.681395531	Kraken2
GCF_001684335.1	Bacteria	5.24442482	Kraken2
GCF_002632865.1	Bacteria	4.643877029	Kraken2
GCF_002632765.1	Bacteria	4.865130424	Kraken2
GCF_002157355.1	Bacteria	7.083643913	Kraken2
GCF_003671735.1	Bacteria	7.066618919	Kraken2
GCF_003671715.1	Bacteria	7.641554832	Kraken2
GCF_003671675.1	Bacteria	6.77557373	Kraken2
GCF_003671685.1	Bacteria	7.728011131	Kraken2
GCF_003671755.1	Bacteria	8.291042328	Kraken2
GCF_003688285.1	Bacteria	3.707307816	Kraken2
GCF_008064635.1	Bacteria	4.318134308	Kraken2
GCF_004331955.1	Bacteria	3.417966843	Kraken2
GCF_002917925.1	Bacteria	4.310278893	Kraken2
GCF_008369105.1	Bacteria	4.383213043	Kraken2
GCF_001652355.1	Bacteria	7.019989967	Kraken2
GCF_900128465.1	Bacteria	2.223942757	Kraken2
GCF_900104585.1	Bacteria	3.924413681	Kraken2
GCF_900199405.1	Bacteria	4.03891468	Kraken2
GCF_900104595.1	Bacteria	2.051231384	Kraken2
GCF_900095705.1	Bacteria	1.747473717	Kraken2
GCF_900120005.1	Bacteria	3.554913521	Kraken2
GCF_900095835.1	Bacteria	2.676750183	Kraken2
GCF_900106785.1	Bacteria	3.357398033	Kraken2
GCF_900199545.1	Bacteria	3.531476021	Kraken2
GCF_900106855.1	Bacteria	2.205170631	Kraken2
GCF_900119705.1	Bacteria	1.614091873	Kraken2
GCF_900120165.1	Bacteria	1.681964874	Kraken2
GCF_900095825.1	Bacteria	2.578511238	Kraken2
GCF_900155605.1	Bacteria	1.938681602	Kraken2
GCF_900120245.1	Bacteria	1.827543259	Kraken2
GCF_900095875.1	Bacteria	2.559531212	Kraken2
GCF_900095855.1	Bacteria	1.657016754	Kraken2
GCF_900155535.1	Bacteria	2.186749458	Kraken2
GCF_900128485.1	Bacteria	2.274777412	Kraken2
GCF_900104565.1	Bacteria	2.582859993	Kraken2
GCF_900155615.1	Bacteria	2.745299339	Kraken2
GCF_900120385.1	Bacteria	2.201667786	Kraken2
GCF_900128445.1	Bacteria	2.543085098	Kraken2
GCF_900095845.1	Bacteria	1.859465599	Kraken2
GCF_900104625.1	Bacteria	2.451777458	Kraken2
GCF_900176865.1	Bacteria	2.304607391	Kraken2
GCF_900176625.1	Bacteria	1.810451508	Kraken2
GCF_900177815.1	Bacteria	5.202492714	Kraken2
GCF_002803095.1	Bacteria	5.974191666	Kraken2
GCF_001676655.1	Bacteria	2.407696724	Kraken2
GCF_001709195.1	Bacteria	6.71446991	Kraken2
GCF_001661075.1	Bacteria	6.588840485	Kraken2
GCF_003577475.1	Bacteria	3.576761246	Kraken2
GCF_001675935.1	Bacteria	4.793931007	Kraken2
GCF_001675945.1	Bacteria	3.477049828	Kraken2
GCF_001676025.1	Bacteria	3.484191895	Kraken2
GCF_001858025.1	Bacteria	5.73840332	Kraken2
GCF_002327085.1	Bacteria	2.425542831	Kraken2
GCF_003813805.1	Bacteria	2.645874023	Kraken2
GCF_002216145.1	Bacteria	2.410614967	Kraken2
GCF_003790445.1	Bacteria	2.372144699	Kraken2
GCF_003813885.1	Bacteria	2.64455986	Kraken2
GCF_003384935.1	Bacteria	3.273482323	Kraken2
GCF_001661605.1	Bacteria	4.109459877	Kraken2
GCF_001672445.1	Bacteria	6.059262276	Kraken2
GCF_001672375.1	Bacteria	7.86511898	Kraken2
GCF_001672435.1	Bacteria	5.847070694	Kraken2
GCF_006438825.1	Bacteria	6.325160027	Kraken2
GCF_004010275.1	Bacteria	8.336022377	Kraken2
GCF_002262875.1	Bacteria	6.131915092	Kraken2
GCF_002262885.1	Bacteria	9.835771561	Kraken2
GCF_001675715.1	Bacteria	1.340361595	Kraken2
GCF_001675695.1	Bacteria	1.304588318	Kraken2
GCF_001675775.1	Bacteria	1.318498611	Kraken2
GCF_001675785.1	Bacteria	1.317216873	Kraken2
GCF_001679925.1	Bacteria	5.025642395	Kraken2
GCF_900109565.1	Bacteria	3.161076546	Kraken2
GCF_900102275.1	Bacteria	3.907087326	Kraken2
GCF_900104385.1	Bacteria	5.540499687	Kraken2
GCF_900113835.1	Bacteria	6.412233353	Kraken2
GCF_900142925.1	Bacteria	8.334978104	Kraken2
GCF_900112065.1	Bacteria	7.211872101	Kraken2
GCF_900109645.1	Bacteria	6.026685715	Kraken2
GCF_900100675.1	Bacteria	6.202830315	Kraken2
GCF_900109045.1	Bacteria	8.192174911	Kraken2
GCF_900114495.1	Bacteria	4.790818214	Kraken2
GCF_900113205.1	Bacteria	7.080545425	Kraken2
GCF_900103045.1	Bacteria	7.980142593	Kraken2
GCF_900103595.1	Bacteria	6.05827713	Kraken2
GCF_004365745.1	Bacteria	5.244210243	Kraken2
GCF_900142915.1	Bacteria	6.966982841	Kraken2
GCF_003664165.1	Bacteria	7.454137802	Kraken2
GCF_900115635.1	Bacteria	2.699847221	Kraken2
GCF_900112285.1	Bacteria	4.379817009	Kraken2
GCF_900116715.1	Bacteria	4.662935257	Kraken2
GCF_900115355.1	Bacteria	2.959017754	Kraken2
GCF_900104085.1	Bacteria	4.071795464	Kraken2
GCF_900215255.1	Bacteria	5.338041306	Kraken2
GCF_900109745.1	Bacteria	5.773599625	Kraken2
GCF_900108575.1	Bacteria	6.138973236	Kraken2
GCF_900188215.1	Bacteria	6.517742157	Kraken2
GCF_900112215.1	Bacteria	5.758498192	Kraken2
GCF_900115455.1	Bacteria	5.757241249	Kraken2
GCF_900101625.1	Bacteria	6.723834038	Kraken2
GCF_900113095.1	Bacteria	3.699947357	Kraken2
GCF_900115445.1	Bacteria	8.421429634	Kraken2
GCF_900113735.1	Bacteria	7.976017952	Kraken2
GCF_900115265.1	Bacteria	7.655905724	Kraken2
GCF_900101405.1	Bacteria	9.128536224	Kraken2
GCF_900099855.1	Bacteria	9.256994247	Kraken2
GCF_900114915.1	Bacteria	8.090987206	Kraken2
GCF_900116865.1	Bacteria	3.542768478	Kraken2
GCF_900114185.1	Bacteria	4.025478363	Kraken2
GCF_900113305.1	Bacteria	3.114527702	Kraken2
GCF_900108865.1	Bacteria	1.800683975	Kraken2
GCF_900104285.1	Bacteria	1.872862816	Kraken2
GCF_900101695.1	Bacteria	5.711405754	Kraken2
GCF_900112055.1	Bacteria	4.790959358	Kraken2
GCF_900110235.1	Bacteria	2.144277573	Kraken2
GCF_900156295.1	Bacteria	5.868593216	Kraken2
GCF_900101945.1	Bacteria	3.499937057	Kraken2
GCF_900113575.1	Bacteria	3.244544983	Kraken2
GCF_900103145.1	Bacteria	3.030753136	Kraken2
GCF_900105565.1	Bacteria	4.203315735	Kraken2
GCF_900105145.1	Bacteria	3.815673828	Kraken2
GCF_900142705.1	Bacteria	3.099238396	Kraken2
GCF_900119085.1	Bacteria	2.743507385	Kraken2
GCF_900110495.1	Bacteria	3.156620979	Kraken2
GCF_900107835.1	Bacteria	3.885769844	Kraken2
GCF_900113415.1	Bacteria	3.521039009	Kraken2
GCF_900100545.1	Bacteria	3.28482914	Kraken2
GCF_900156275.1	Bacteria	3.587359428	Kraken2
GCF_900105515.1	Bacteria	7.231725693	Kraken2
GCF_900105605.1	Bacteria	8.944880486	Kraken2
GCF_900105265.1	Bacteria	10.5482235	Kraken2
GCF_900105755.1	Bacteria	9.132846832	Kraken2
GCF_900102245.1	Bacteria	7.791294098	Kraken2
GCF_900105465.1	Bacteria	10.10788059	Kraken2
GCF_900105395.1	Bacteria	9.559512138	Kraken2
GCF_900096935.1	Bacteria	1.537617683	Kraken2
GCF_900112785.1	Bacteria	5.105201721	Kraken2
GCF_900230155.1	Bacteria	1.330986977	Kraken2
GCF_900102385.1	Bacteria	3.659749031	Kraken2
GCF_900114405.1	Bacteria	3.743009567	Kraken2
GCF_900106615.1	Bacteria	3.101026535	Kraken2
GCF_900113595.1	Bacteria	7.011231422	Kraken2
GCF_900100865.1	Bacteria	1.606739998	Kraken2
GCF_900104975.1	Bacteria	5.903225899	Kraken2
GCF_900110915.1	Bacteria	4.054940224	Kraken2
GCF_900109895.1	Bacteria	4.921855927	Kraken2
GCF_900111695.1	Bacteria	2.297680855	Kraken2
GCF_900114365.1	Bacteria	4.763624191	Kraken2
GCF_900107785.1	Bacteria	4.019332886	Kraken2
GCF_900116745.1	Bacteria	3.261136055	Kraken2
GCF_900116075.1	Bacteria	3.789301872	Kraken2
GCF_900111435.1	Bacteria	2.815980911	Kraken2
GCF_001658005.1	Bacteria	4.115346909	Kraken2
GCF_001870385.1	Bacteria	2.106419563	Kraken2
GCF_002013385.1	Bacteria	5.038229942	Kraken2
GCF_002013375.1	Bacteria	4.737663269	Kraken2
GCF_002013415.1	Bacteria	4.993682861	Kraken2
GCF_002013745.1	Bacteria	4.847491264	Kraken2
GCF_002013785.1	Bacteria	4.69203186	Kraken2
GCF_002013425.1	Bacteria	5.021918297	Kraken2
GCF_002013465.1	Bacteria	4.645436287	Kraken2
GCF_002013775.1	Bacteria	4.82719326	Kraken2
GCF_002013545.1	Bacteria	4.764871597	Kraken2
GCF_001988975.1	Bacteria	9.382126808	Kraken2
GCF_001990265.1	Bacteria	4.213208199	Kraken2
GCF_001984055.1	Bacteria	6.961974144	Kraken2
GCF_001984065.1	Bacteria	6.187430382	Kraken2
GCF_001984095.1	Bacteria	6.686462402	Kraken2
GCF_002119805.1	Bacteria	2.28217411	Kraken2
GCF_002813635.1	Bacteria	1.864069939	Kraken2
GCF_001618865.1	Bacteria	7.223024368	Kraken2
GCF_001758465.1	Bacteria	4.848137856	Kraken2
GCF_001896025.1	Bacteria	4.018964767	Kraken2
GCF_001950175.1	Bacteria	4.071985245	Kraken2
GCF_001885095.1	Bacteria	2.004457474	Kraken2
GCF_001704375.1	Bacteria	3.419589996	Kraken2
GCF_001708505.1	Bacteria	6.041570663	Kraken2
GCF_001720685.1	Bacteria	3.286176682	Kraken2
GCF_001931685.1	Bacteria	4.773409843	Kraken2
GCF_001673155.1	Bacteria	5.199155807	Kraken2
GCF_001669335.1	Bacteria	5.990620613	Kraken2
GCF_001665395.1	Bacteria	5.419201851	Kraken2
GCF_001672915.1	Bacteria	5.908349037	Kraken2
GCF_001667625.1	Bacteria	5.493676186	Kraken2
GCF_001667785.1	Bacteria	5.797469139	Kraken2
GCF_001666895.1	Bacteria	5.778507233	Kraken2
GCF_001667455.1	Bacteria	7.637125015	Kraken2
GCF_001704385.2	Bacteria	3.947315216	Kraken2
GCF_001974945.1	Bacteria	3.585215569	Kraken2
GCF_001687305.1	Bacteria	2.127783775	Kraken2
GCF_001984575.1	Bacteria	7.683701515	Kraken2
GCF_001691435.1	Bacteria	5.284584045	Kraken2
GCF_002176815.1	Bacteria	4.26488018	Kraken2
GCF_002499975.1	Bacteria	4.328251839	Kraken2
GCF_001854525.1	Bacteria	5.468519211	Kraken2
GCF_001717995.1	Bacteria	5.594594002	Kraken2
GCF_003955685.1	Bacteria	2.967215538	Kraken2
GCF_001854605.1	Bacteria	4.693671227	Kraken2
GCF_001854555.1	Bacteria	4.690714836	Kraken2
GCF_001832905.1	Bacteria	2.085878372	Kraken2
GCF_001832885.1	Bacteria	1.982193947	Kraken2
GCF_001679495.1	Bacteria	1.862143517	Kraken2
GCF_001679485.1	Bacteria	2.020782471	Kraken2
GCF_001729315.1	Bacteria	6.921726227	Kraken2
GCF_001729365.1	Bacteria	3.64768219	Kraken2
GCF_001663815.1	Bacteria	2.808937073	Kraken2
GCF_001675465.2	Bacteria	7.081300735	Kraken2
GCF_001678665.1	Bacteria	3.233890533	Kraken2
GCF_001650315.1	Bacteria	1.866470337	Kraken2
GCF_001678685.1	Bacteria	3.414011002	Kraken2
GCF_003265685.1	Bacteria	6.663729668	Kraken2
GCF_001708695.1	Bacteria	6.728932381	Kraken2
GCF_003813965.1	Bacteria	2.884090424	Kraken2
GCF_004016505.1	Bacteria	4.762373924	Kraken2
GCF_004005965.1	Bacteria	2.601581573	Kraken2
GCF_001945525.1	Bacteria	2.681805611	Kraken2
GCF_001945605.1	Bacteria	2.195455551	Kraken2
GCF_003347605.1	Bacteria	4.698474884	Kraken2
GCF_003075415.1	Bacteria	6.657851219	Kraken2
GCF_001542405.1	Bacteria	7.835077286	Kraken2
GCF_002261125.1	Bacteria	6.335618019	Kraken2
GCF_002838835.1	Bacteria	4.910675049	Kraken2
GCF_002872335.1	Bacteria	6.286904335	Kraken2
GCF_003958645.1	Bacteria	5.982438087	Kraken2
GCF_001884125.1	Bacteria	5.349028587	Kraken2
GCF_001884145.1	Bacteria	5.056312561	Kraken2
GCF_001884205.1	Bacteria	5.647053719	Kraken2
GCF_001884225.1	Bacteria	5.303811073	Kraken2
GCF_001884215.1	Bacteria	5.198319435	Kraken2
GCF_002953155.1	Bacteria	4.077699661	Kraken2
GCF_001756795.1	Bacteria	5.639810562	Kraken2
GCF_004765605.1	Bacteria	5.322587967	Kraken2
GCF_002838065.1	Bacteria	5.398376465	Kraken2
GCF_002023385.1	Bacteria	4.104322433	Kraken2
GCF_003327285.1	Bacteria	2.951831818	Kraken2
GCF_004123815.1	Bacteria	6.220946312	Kraken2
GCF_003952665.1	Bacteria	6.232182503	Kraken2
GCF_004123895.1	Bacteria	6.218878746	Kraken2
GCF_002763465.1	Bacteria	5.755085945	Kraken2
GCF_003721225.1	Bacteria	2.736111641	Kraken2
GCF_001742815.1	Bacteria	3.047097206	Kraken2
GCF_002240035.1	Bacteria	3.159605026	Kraken2
GCF_900093605.1	Bacteria	3.565106392	Kraken2
GCF_001939045.1	Bacteria	4.981723785	Kraken2
GCF_001719105.1	Bacteria	4.394656181	Kraken2
GCF_001687065.1	Bacteria	2.317342758	Kraken2
GCF_003008515.1	Bacteria	4.339894295	Kraken2
GCF_007827555.1	Bacteria	3.655587196	Kraken2
GCF_003332175.1	Bacteria	2.953027725	Kraken2
GCF_001758225.1	Bacteria	4.855319977	Kraken2
GCF_001691455.1	Bacteria	5.334427834	Kraken2
GCF_001702265.1	Bacteria	6.747413635	Kraken2
GCF_001693475.1	Bacteria	4.35742569	Kraken2
GCF_002896875.1	Bacteria	6.960063934	Kraken2
GCF_003813865.1	Bacteria	4.842456818	Kraken2
GCF_002895025.1	Bacteria	3.429268837	Kraken2
GCF_002741035.1	Bacteria	6.997407913	Kraken2
GCF_001996445.1	Bacteria	6.318484306	Kraken2
GCF_900128415.1	Bacteria	2.008753777	Kraken2
GCF_900169505.1	Bacteria	3.2617836	Kraken2
GCF_900176655.1	Bacteria	2.08932209	Kraken2
GCF_900155685.1	Bacteria	5.625296593	Kraken2
GCF_900095865.1	Bacteria	2.883276939	Kraken2
GCF_900104635.1	Bacteria	3.478003502	Kraken2
GCF_002860685.1	Bacteria	2.199563026	Kraken2
GCF_900104645.1	Bacteria	1.401106834	Kraken2
GCF_900241015.1	Bacteria	0.180150986	Kraken2
GCF_900290095.1	Bacteria	1.481468201	Kraken2
GCF_900106585.1	Bacteria	2.218603134	Kraken2
GCF_900104605.1	Bacteria	2.30879879	Kraken2
GCF_900155565.1	Bacteria	2.412531853	Kraken2
GCF_900130125.1	Bacteria	6.155086517	Kraken2
GCF_900184265.1	Bacteria	3.78232193	Kraken2
GCF_900199725.1	Bacteria	5.05265522	Kraken2
GCF_900155555.1	Bacteria	2.015028	Kraken2
GCF_900128505.1	Bacteria	6.261113167	Kraken2
GCF_900119495.1	Bacteria	1.62665081	Kraken2
GCF_900169975.1	Bacteria	3.01295948	Kraken2
GCF_900119895.1	Bacteria	2.033390999	Kraken2
GCF_900155585.1	Bacteria	1.760499001	Kraken2
GCF_900104675.1	Bacteria	3.903276443	Kraken2
GCF_900186505.1	Bacteria	2.296333313	Kraken2
GCF_900120155.1	Bacteria	2.870238304	Kraken2
GCF_900120345.1	Bacteria	3.380418777	Kraken2
GCF_900143685.1	Bacteria	1.940283775	Kraken2
GCF_900104655.1	Bacteria	2.789618492	Kraken2
GCF_900120375.1	Bacteria	1.800821304	Kraken2
GCF_900155595.1	Bacteria	2.313575745	Kraken2
GCF_900155735.1	Bacteria	2.747410774	Kraken2
GCF_900155395.1	Bacteria	2.385832787	Kraken2
GCF_900119385.1	Bacteria	2.294075966	Kraken2
GCF_900155635.1	Bacteria	1.68888855	Kraken2
GCF_900155645.1	Bacteria	1.941615105	Kraken2
GCF_900148495.1	Bacteria	2.778692245	Kraken2
GCF_003443635.1	Bacteria	3.237692833	Kraken2
GCF_001707915.1	Bacteria	1.859225273	Kraken2
GCF_001704615.3	Bacteria	3.681871414	Kraken2
GCF_003416895.1	Bacteria	6.838007927	Kraken2
GCF_002735615.1	Bacteria	6.06508255	Kraken2
GCF_002735605.1	Bacteria	6.561678886	Kraken2
GCF_003416985.1	Bacteria	7.022263527	Kraken2
GCF_900093645.1	Bacteria	0.960560799	Kraken2
GCF_900093655.1	Bacteria	1.263045311	Kraken2
GCF_900093625.1	Bacteria	0.902435303	Kraken2
GCF_001693775.2	Bacteria	2.111712456	Kraken2
GCF_003416965.1	Bacteria	7.022746086	Kraken2
GCF_003416915.1	Bacteria	7.024306297	Kraken2
GCF_002917105.1	Bacteria	6.177258492	Kraken2
GCF_001835515.1	Bacteria	4.212202072	Kraken2
GCF_001835525.1	Bacteria	4.224230766	Kraken2
GCF_001835505.1	Bacteria	4.268778801	Kraken2
GCF_001835535.1	Bacteria	4.230875969	Kraken2
GCF_000690055.1	Bacteria	4.634184837	Kraken2
GCF_003426775.1	Bacteria	8.55411911	Kraken2
GCF_004216555.1	Bacteria	6.402152061	Kraken2
GCF_001702295.1	Bacteria	6.822478294	Kraken2
GCF_001887095.2	Bacteria	4.754607201	Kraken2
GCF_002075885.1	Bacteria	4.682405472	Kraken2
GCF_900098805.1	Bacteria	3.119007111	Kraken2
GCF_001908105.1	Bacteria	4.11964035	Kraken2
GCF_001908095.1	Bacteria	3.815283775	Kraken2
GCF_001695835.1	Bacteria	6.008627892	Kraken2
GCF_001695795.1	Bacteria	6.009301186	Kraken2
GCF_001695785.1	Bacteria	6.016389847	Kraken2
GCF_001695905.1	Bacteria	6.794048309	Kraken2
GCF_003325995.1	Bacteria	3.940397263	Kraken2
GCF_900188135.1	Bacteria	0.196707726	Kraken2
GCF_900215135.1	Bacteria	11.06716061	Kraken2
GCF_003609815.1	Bacteria	3.743737221	Kraken2
GCF_900312745.1	Bacteria	5.974644661	Kraken2
GCF_005049105.1	Bacteria	5.583320618	Kraken2
GCF_001854125.1	Bacteria	3.979294777	Kraken2
GCF_001709235.1	Bacteria	5.221036911	Kraken2
GCF_002238045.1	Bacteria	3.17926693	Kraken2
GCF_001695625.1	Bacteria	5.493139267	Kraken2
GCF_001471615.2	Bacteria	3.98647213	Kraken2
GCF_003122425.1	Bacteria	3.024217606	Kraken2
GCF_900183705.1	Bacteria	3.218453407	Kraken2
GCF_001695755.1	Bacteria	6.353236198	Kraken2
GCF_001858325.1	Bacteria	4.017933846	Kraken2
GCF_001696615.3	Bacteria	3.709305763	Kraken2
GCF_001696605.3	Bacteria	3.824881554	Kraken2
GCF_005876875.1	Bacteria	4.509587288	Kraken2
GCF_005876905.1	Bacteria	4.607273102	Kraken2
GCF_002873135.1	Bacteria	4.500198364	Kraken2
GCF_002874355.1	Bacteria	4.569265366	Kraken2
GCF_002873615.1	Bacteria	4.704480171	Kraken2
GCF_002873635.1	Bacteria	4.550747871	Kraken2
GCF_002874545.1	Bacteria	4.39963913	Kraken2
GCF_002875385.1	Bacteria	5.759721756	Kraken2
GCF_002875555.1	Bacteria	5.705639839	Kraken2
GCF_002875605.1	Bacteria	5.495984077	Kraken2
GCF_002875685.1	Bacteria	5.355648994	Kraken2
GCF_002875705.1	Bacteria	5.166548729	Kraken2
